journal,year,title,abstract,doi,relevance_score
jpam,2012,The Role of Economic Factors and Economic Support in Preventing and Escaping from Intimate Partner Violence,NA,https://doi.org/10.1002/pam.21666,3.095849
bjir,2017,"CSR Participation Committees, Wildcat Strikes and the Sourcing Squeeze in Global Supply Chains","Abstract Lead firms in apparel global supply chains are increasingly using social compliance programmes that require worker‐management participation committees in their supplier factories. These committees are designed to ensure respect for internationally recognized labour standards, to empower workers, and to reduce labour unrest. However, these committees have remained weak, and in countries such as Vietnam worker unrest remains common. This article argues that this is because lead firms in these CSR programmes are imposing a ‘sourcing squeeze’ on supplier factors by reducing the prices and production times they allot to their suppliers, which undermines efforts by committees to address cost‐sensitive issues and overtime violations. At the same time, the sourcing squeeze increases strike leverage, providing workers with a much more effective source of worker voice.",https://doi.org/10.1111/bjir.12275,3.0780964
ilr,2010,The Structure of Labor Costs with Overtime Work in U.S. Jobs,"The author analyzes employment contract and labor demand models of the Fair Labor Standards Act overtime pay regulation to determine their effects on employers' labor costs. Using National Compensation Survey data to obtain a representative sample of U.S. private-industry jobs, he assesses each model's ability to predict either the adjustment of wage rates if overtime is warranted (the employment contract model) or the probability of using overtime to meet labor demands (the labor demand model). Using quasi-fixed employment costs as independent variables allows for a better accounting of labor demand. He finds that lower wages go hand-in-hand with jobs requiring more overtime work, which indicates that overtime pay regulation influences the structure of compensation.",https://doi.org/10.1177/001979391006400106,3.0694792
restat,2013,In School and Out of Trouble? The Minimum Dropout Age and Juvenile Crime,Abstract This paper examines the relationship between the minimum high school dropout age and juvenile arrest rates by exploiting state-level variation in dropout age laws. County-level arrest data for the period 1980 to 2008 and difference-in-difference-in-difference-type empirical strategy are used to compare the arrest rates over time of various age groups within counties that differ by their state's minimum dropout age. The evidence suggests that minimum dropout age requirements have a significant and negative effect on property and violent crime arrest rates for individuals 16 to 18 years old. The results are consistent with an incapacitation effect of schooling.,https://doi.org/10.1162/rest_a_00360,3.0605636
bjir,2017,Extra‐Institutional Changes under Pressure from Posting,"The posting of workers has become a key topic in debates about how national labour relations respond to pressures from EU market making. While most prior studies have shown that national employment relations are under pressure from above (via EU regulation) and from below (due to increasing use of posting), the question is whether these pressures will lead to erosion of employment relations or adaptation at the national level. Taking the case of posting in the Danish construction sector, the article shows that, while formal institutions stay the same through minor adaptation, the increasing use of posting has led to changes in the strategies of the social partners, shifts in predominant policy arenas and the appearance of new actors on the regulatory scene. As such, we argue that conflicts regarding posting are driving a process of extra‐institutional change.",https://doi.org/10.1111/bjir.12287,3.058348
el,2017,Unintended consequences of unemployment insurance: Evidence from stricter eligibility criteria in Brazil,NA,https://doi.org/10.1016/j.econlet.2017.10.016,3.0555384
jole,2010,New Market Power Models and Sex Differences in Pay,"In the context of certain models, it is possible to infer the elasticity of labor supply to the firm from the elasticity of the quit rate with respect to the wage. We use this strategy to estimate the elasticity of labor supply for men and women workers at a chain of grocery stores, identifying separation elasticities from differences in wages and separation rates across different job titles within the firm. We estimate that women have lower elasticities, so a Robinson‐style monopsony model can explain reasonably well the lower relative pay of women in the retail grocery industry.",https://doi.org/10.1086/651245,3.0550709
le,2017,"Seniority rules, worker mobility and wages: Evidence from multi-country linked employer-employee data","We construct multi-country employer-employee data to examine the consequences of last-in, first-out rules. We identify the effects by comparing worker exit rates between different units of the same firms operating in Sweden and Finland, two countries that have different seniority rules. We observe a relatively lower exit rate for more senior workers in Sweden in the shrinking firms and among the low-wage workers. These empirical patterns are consistent with last-in, first-out rules in Sweden providing protection from dismissals for the more senior workers among the worker groups to whom the rules are most relevant. Similarly, we observe a steeper seniority-wage profile in Sweden, suggesting that last-in, first-out rules may also be beneficial for more senior workers in terms of compensation.",https://doi.org/10.1016/j.labeco.2017.11.006,3.0506516
ilr,2016,Governing Work and Employment Relations in an Internationalized Economy,"Growing internationalization of economic activity has corroded the capacity of national institutions to regulate work and employment. In this changing context, established international institutions have generally not proved adequate to the resulting challenge. New initiatives have emerged to address the growing regulatory gap at the international level, variously aimed at cross-border flows of capital, labor, goods, and services. Most of these initiatives entail the addition of new institutional arrangements and regulation at the international level alongside, and not in place of, national frameworks. The resulting multilevel arrangements raise particular governance challenges. The solutions conventionally proposed neglect the role of power relations in shaping arrangements and hence their contested nature. This research and policy article examines the academic research on internationalization and work and employment regulation at the national level, the response of established international institutions, and the rise of new regulatory initiatives at the international level. It applies and modifies Streeck and Thelen’s framework for analyzing different types of gradual change and elaborates ways forward for new, multilevel arrangements that take account of power relations.",https://doi.org/10.1177/0019793916654891,3.0368865
labour,2011,Paying More than Necessary? The Wage Cushion in Germany,"In Germany, more than 40 per cent of plants covered by collective agreements pay wages above the level stipulated in the agreement, giving rise to a wage cushion between actual and contractual wages. Cross-sectional and fixed-effects estimations indicate that the wage cushion mainly varies with the profit situation of the plant and with indicators of labour shortage and the business cycle. Whereas plants bound by multi-employer agreements seem to pay wage premiums in order to overcome the restrictions imposed by the rather centralized bargaining system in (western) Germany, plants that use single-employer agreements are significantly less likely to have wage cushions.",https://doi.org/10.1111/j.1467-9914.2010.00514.x,3.025714
jep,2015,Putting Distribution Back at the Center of Economics: Reflections on <i>Capital in the Twenty-First Century</i>,"When a lengthy book is widely discussed in academic circles and the popular media, it is probably inevitable that the arguments of the book will be simplified in the telling and retelling. In the case of my book Capital in the Twenty-First Century (2014), a common simplification of the main theme is that because the rate of return on capital r exceeds the growth rate of the economy g, the inequality of wealth is destined to increase indefinitely over time. In my view, the magnitude of the gap between r and g is indeed one of the important forces that can explain historical magnitudes and variations in wealth inequality. However, I do not view r &gt; g as the only or even the primary tool for considering changes in income and wealth in the 20th century, or for forecasting the path of income and wealth inequality in the 21st century. In this essay, I will take up several themes from my book that have perhaps become attenuated or garbled in the ongoing discussions of the book, and will seek to re-explain and re-frame these themes. First, I stress the key role played in my book by the interaction between beliefs systems, institutions, and the dynamics of inequality. Second, I briefly describe my multidimensional approach to the history of capital and inequality. Third, I review the relationship and differing causes between wealth inequality and income inequality. Fourth, I turn to the specific role of r &gt; g in the dynamics of wealth inequality: specifically, a larger r − g gap will amplify the steady-state inequality of a wealth distribution that arises out of a given mixture of shocks. Fifth, I consider some of the scenarios that affect how r − g might evolve in the 21st century, including rising international tax competition, a growth slowdown, and differential access by the wealthy to higher returns on capital. Finally, I seek to clarify what is distinctive in my historical and political economy approach to institutions and inequality dynamics, and the complementarity with other approaches.",https://doi.org/10.1257/jep.29.1.67,3.0221484
ecta,2012,Bounds on Elasticities With Optimization Frictions: A Synthesis of Micro and Macro Evidence on Labor Supply,"How can price elasticities be identified when agents face optimization frictions such as adjustment costs or inattention?I derive bounds on structural price elasticities that are a function of the observed effect of a price change on demand, the size of the price change, and the degree of frictions.The degree of frictions is measured by the utility losses agents tolerate to deviate from the frictionless optimum.The bounds imply that frictions affect intensive margin elasticities much more than extensive margin elasticities.I apply these bounds to the literature on labor supply.The utility costs of ignoring the tax changes used to identify intensive margin labor supply elasticities are typically less than 1% of earnings.As a result, small frictions can explain the differences between micro and macro elasticities, extensive and intensive margin elasticities, and other disparate findings.Pooling estimates from existing studies, I estimate a Hicksian labor supply elasticity of 0.33 on the intensive margin and 0.25 on the extensive margin after accounting for frictions.",https://doi.org/10.3982/ecta9043,3.0210495
aejp,2013,Does Less Income Mean Less Representation?,"We assemble a novel dataset of matched legislative and constituent votes and demonstrate that less income does not mean less representation. We show: (i) The opinions of high- and low-income voters are highly correlated; the legislator's vote often reflects the desire of both. (ii) What differences in representation by income exist vary by legislator party. Republicans more often vote the will of their higher income over their lower income constituents; Democratic legislators do the reverse. (iii) Differences in representation by income are largely explained by the correlation between constituent income and party affiliation. (JEL D31, D72)",https://doi.org/10.1257/pol.5.2.53,3.0119894
jpam,2010,Extending the EITC to noncustodial parents: Potential impacts and design considerations,"This paper examines the noncustodial parent earned income tax credit (NCP EITC), a new type of credit recently enacted in New York and Washington, D.C. and proposed by Senator Bayh and then-Senator Obama in 2007. The NCP EITC offers an earned income tax credit to low-income noncustodial parents who work and pay their full child support. This paper describes the rationale for this policy and provides national estimates of the benefits and costs of an NCP EITC under three alternative policy scenarios. It also discusses several key design and implementation issues.",https://doi.org/10.1002/pam.20533,2.999987
jpub,2010,Optimal Policies with an Informal Sector,NA,https://doi.org/10.1016/j.jpubeco.2010.10.010,2.9990644
restat,2012,"The Effect of Rising Income Inequality on Taxation and Public Expenditures: Evidence from U.S. Municipalities and School Districts, 1970–2000","Abstract The income distribution in many developed countries widened dramatically from 1970 to 2000. Some scholars argue that income inequality contributes to a host of social ills by undermining voters' willingness to support public expenditures. In contrast, we find that growing income inequality is associated with an expansion in government revenues and expenditures on a wide range of services in U.S. municipalities and school districts. Results are robust to a number of model specifications, including instrumental variables that address the endogeneity of the local income distribution. Our results are inconsistent with models predicting that heterogeneous societies provide lower levels of public goods.",https://doi.org/10.1162/rest_a_00332,2.991467
eer,2017,Habit formation in consumption: A meta-analysis,NA,https://doi.org/10.1016/j.euroecorev.2017.03.009,2.9842196
jole,2011,The Impact of Low-Skilled Immigration on the Youth Labor Market,"The employment to population rate of high school–aged youth has fallen by about 20 percentage points since the late 1980s. One potential explanation is increased competition from substitutable labor, such as immigrants. I demonstrate that the increase in the population of less educated immigrants has had a considerably more negative effect on employment outcomes for native youth than for native adults. At least two factors are at work: there is greater overlap between the jobs that youth and less educated adult immigrants traditionally do, and youth labor supply appears more responsive to immigration-induced wage changes.",https://doi.org/10.1086/662073,2.9809163
jeea,2014,THE BALANCED US PRESS,"We measure the relative ideological positions of newspapers, voters, interest groups, and political parties, using data on ballot propositions. We exploit the fact that newspapers, parties, and interest groups take positions on these propositions, and the fact that citizens ultimately vote on them. We find that, on average, newspapers in the United States are located almost exactly at the median voter in their states—that is, they are balanced around the median voter. Still, there is a significant amount of ideological heterogeneity across newspapers, which is smaller than the one found for interest groups. However, when we group propositions by issue area, we find a sizable amount of ideological imbalance: broadly speaking, newspapers are to the left of the state-level median voter on many social issues, and to the right on many economic issues. To complete the picture, we use two existing methods of measuring bias and show that the news and editorial sections of newspapers have almost identical partisan positions.",https://doi.org/10.1111/jeea.12101,2.9713354
jhr,2017,"Manila to Malaysia, Quezon to Qatar","Caroline Theoharides⇑ Caroline Theoharides is an assistant professor of economics at Amherst College. Caroline Theoharides, AC #2201, Amherst College, Amherst, MA 01002 (ctheoharides{at}amherst.edu).",https://doi.org/10.3368/jhr.53.4.0216.7714r1,2.9618375
jhe,2014,Did liberalising bar hours decrease traffic accidents?,NA,https://doi.org/10.1016/j.jhealeco.2014.03.007,2.9554691
el,2015,Fertility and unemployment in a social security system,NA,https://doi.org/10.1016/j.econlet.2015.05.014,2.9480457
le,2010,Mixing the princes and the paupers: Pay and performance in the National Basketball Association,NA,https://doi.org/10.1016/j.labeco.2010.11.012,2.9438453
bjir,2010,Union Immobility? Trade Unions and the Freedoms of Movement in the Enlarged EU,"Abstract East–West union co‐operation in Europe is discussed as the most serious test to cross‐border union solidarity, in the light of new frameworks capable to make sense of transnational trade union activity and alternative to theoretical nationalism. The empirical assessment of trade union chances reviews the activities of trade unions in the UK, Germany, Austria and Poland on foreign investment, migration and movement of services. Secondary evidence and case studies show that the strength of transnational union action does not depend on the country, but rather on its form. ‘Structural’ Europeanization remains weak (e.g. in most European Works Councils), while network‐based action is displaying strong developments, especially on migration, but least on the movement of services.",https://doi.org/10.1111/j.1467-8543.2010.00802.x,2.9316049
aer,2017,Returns to Education through Access to Higher-Paying Firms: Evidence from US Matched Employer-Employee Data,"We use administrative US matched employer-employee data merged with detailed information on individuals' academic records to assess the extent to which returns to education are mediated by the sorting of workers across firms. We present three results. First, we confirm findings in the earlier literature of large pay differences across higher education degrees. Second, we show that up to one quarter of pay premiums for higher degrees are explained by between-firm pay differences. Third, higher degrees are associated with greater representation at the best-paying firms. We conclude that employer heterogeneity is an important factor in mediating the returns to education.",https://doi.org/10.1257/aer.p20171013,2.9282928
ir,2017,U.S. Free Trade Agreements and Enforcement of Labor Law in Latin America,The paper provides difference‐in‐differences estimates suggesting that Latin American countries that signed a free trade agreement with the United States experienced an increase in the number of labor inspectors and inspections. We also find large heterogeneity across signers and no evidence that the North American Free Trade Agreement ( NAFTA ) had a positive impact on Mexico. We conclude by suggesting that the stringency of content of the accord and the resources devoted by the U.S. government to increase enforcement make a difference.,https://doi.org/10.1111/irel.12199,2.9113941
jhr,2010,"Two Sides of the Same Coin: U.S. ""Residual"" Inequality and the Gender Gap","We show that the narrowing gender gap and the growth in earnings inequality are consistent with a simple model in which skills are heterogeneous, and the growth in skill prices has been particularly strong for skills with which women are well endowed. Empirical analysis of DOT, CPS, and NLSY79 data finds evidence to support this model. A large increase in the prices of cognitive and people skills—skills with which women are well endowed—and a decline in the price of motor skills account for up to 40 percent of the rising inequality and 20 percent of the narrowing gender gap.",https://doi.org/10.1353/jhr.2010.0006,2.9085433
ee,2010,Subsidies on low-skilled workers’ social security contributions: the case of Belgium,NA,https://doi.org/10.1007/s00181-010-0367-6,2.9045837
le,2017,Making disability work? The effects of financial incentives on partially disabled workers,NA,https://doi.org/10.1016/j.labeco.2017.05.008,2.9007459
ilr,2015,"Employer Attitudes, the Marginal Employer, and the Ethnic Wage Gap","In most EU countries, ethnic minorities have lower wages than does the ethnic majority. To what extent these wage gaps are the result of prejudice toward ethnic minority workers is virtually unknown. The authors examine the role that prejudice plays in the creation of the ethnic wage gap in one of Europe’s most egalitarian countries, Sweden. The analysis takes into account the important distinction between average employer attitudes and the attitude of the marginal employer (the attitude of the most prejudiced employer hiring the ethnic minority). Results confirm that the attitudes of the marginal employer—but not those of the average employer—are important for explaining the ethnic wage gap.",https://doi.org/10.1177/0019793915601630,2.8885362
aer,2017,"Replication, Meta-Analysis, and Research Synthesis in Economics","Replicability is essential to assure the scientific integrity of empirical economic research. Some authors have suggested metadata analysis as a complementary tool. This suggestion must be addressed with caution. Empirical studies in most of economics are nonstochastic in the sense that they seldom are created via experiments and, with the data and computer software in-hand, should be reproducible without error.",https://doi.org/10.1257/aer.p20171033,2.8859076
jpam,2010,Fighting poverty: Attentive policy can make a huge difference,NA,https://doi.org/10.1002/pam.20498,2.8738418
ilr,2010,Does Outsourcing Reduce Wages in the Low-Wage Service Occupations? Evidence from Janitors and Guards,"Outsourcing of labor services grew substantially during the 1980s and 1990s and was associated with lower wages, fewer benefits, and lower rates of unionization. The authors focus on two occupations for which they can identify outsourcing in those two decades using industry and occupation codes: janitors and guards. Across a wide array of specifications, they find that the outsourcing wage penalty ranged from 4% to 7% for janitors and from 8% to 24% for guards. Their findings on health benefits mirror those on wages. Evidence suggests that the outsourcing penalty was not due to compensating differentials for higher benefits or lower hours, skill differences, or the types of industries that outsourced. Rather, outsourcing seems to have reduced labor market rents for workers, especially for those in the upper half of the occupational wage distribution. Industries with higher historical wage premia were more likely to outsource service work.",https://doi.org/10.1177/001979391006300206,2.863467
qje,2017,Optimal Tax Progressivity: An Analytical Framework*,"Abstract What shapes the optimal degree of progressivity of the tax and transfer system? On the one hand, a progressive tax system can counteract inequality in initial conditions and substitute for imperfect private insurance against idiosyncratic earnings risk. On the other hand, progressivity reduces incentives to work and to invest in skills, distortions that are especially costly when the government must finance public goods. We develop a tractable equilibrium model that features all of these trade-offs. The analytical expressions we derive for social welfare deliver a transparent understanding of how preference, technology, and market structure parameters influence the optimal degree of progressivity. A calibration for the U.S. economy indicates that endogenous skill investment, flexible labor supply, and the desire to finance government purchases play quantitatively similar roles in limiting optimal progressivity. In a version of the model where poverty constrains skill investment, optimal progressivity is close to the U.S. value. An empirical analysis on cross-country data offers support to the theory.",https://doi.org/10.1093/qje/qjx018,2.8556373
el,2011,"Corruption, inflation and growth",NA,https://doi.org/10.1016/j.econlet.2011.06.015,2.846509
aer,2013,Sexual Violence against Women and Labor Market Outcomes,"This study is the first in the economics literature to explore the labor market consequences of sexual violence toward women. Using data from the Add Health, we find that sexual violence against women is associated with a 6.6 percent lower probability of labor force participation and 5.1 percent lower average wages. These estimates are robust to controls for unobserved heterogeneity at the school- and family-levels, as well as detailed controls for personality, personal discount rates, and risk preferences. We find that the adverse labor market effects of sexual violence are partially explained by its adverse psychological and physical consequences.",https://doi.org/10.1257/aer.103.3.274,2.8359158
ilr,2010,The Theoretical Foundation of Industrial Relations and its Implications for Labor Economics and Human Resource Management,"The author identifies the core principle that forms the theoretical and policy foundation for the field of industrial relations—labor is embodied in human beings and is not a commodity—and argues that the field's two central dependent variables are labor problems and the employment relationship. Next, he uses this core principle, along with complementary ideas from institutional economics, to develop a theoretical framework that not only explains the nature of the employment relationship and labor problems but also reveals shortcomings in related theories from labor economics and human resource management. Finally, this framework is used to derive the “fundamental theorem” of industrial relations, demonstrate that optimal economic performance occurs in a mixed economy of imperfect labor markets and organizations, and show that a certain amount of labor protectionism promotes economic efficiency and human welfare.",https://doi.org/10.1177/001979391006400104,2.8292553
bjir,2010,The Second Automobile Revolution. Trajectories of the World Carmakers in the 21st Century – Edited by Michel Freyssenet,NA,https://doi.org/10.1111/j.1467-8543.2010.00796_6.x,2.8202987
ilr,2018,The Affordable Care Act and the Growth of Involuntary Part-Time Employment,"This study tests whether the employer mandate under the Affordable Care Act (ACA) increased involuntary part-time (IPT) employment. Using data from the Current Population Survey between 1994 and 2015, the authors find that IPT employment in 2015 exceeded predictions based on economic conditions and the structure of the labor market. Of greater importance, using difference-in-difference methods, they find that the increase in the probability of IPT employment since passage of the ACA was greater in occupations with a larger share of workers affected by the mandate. The authors’ estimates suggest that approximately 700,000 additional workers without a college degree are in IPT employment as a result of the ACA employer mandate.",https://doi.org/10.1177/0019793918796812,2.80943
oep,2014,The trade-off between unemployment and wage inequality revisited,"The Krugman hypothesis attributes high wage inequality in the US and high unemployment in continental Europe in the 1980s to the same negative change in the demand for the low skilled under different degrees of wage rigidity.This paper revisits the hypothesis in order to explain the labor market developments in France, the UK, and the US in the 1990s.We estimate a labor supply and labor demand model with heterogenous types of labor to analyze the effects of market forces and wage rigidity on changes in skill-group labor market outcomes.The results provide evidence in favor of the Krugman hypothesis when France is compared to the US and the UK.We also find support for an extended version of the Krugman hypothesis, which suggests that, when labor supply is sensitive to wages, there is a trade-off between unemployment on one hand, and wage inequality and inactivity on the other. AbstraktPokud jde o vysokou mzdovou nerovnost v USA a vysokou nezaměstnanost v zemích evropského kontinentu v osmdesátých letech dvacátého století , Krugmanova hypotéza připisuje oba jevy poklesu poptávky po pracujících s nízkou kvalifikací, jehož důsledky se liší podle různého stupně mzdové rigidity.Předkládaná studie zkoumá, zda tato hypotéza je schopna vysvětlit také vývoj na trhu práce ve Francii, Velké Británii a USA také v následující dekádě, v letech devadesátých.Odhadujeme model nabídky práce a poptávky po práci s heterogenními typy pracujících, jehož pomocí analyzujeme vliv tržních sil a mzdové rigidity na pozorované změny výstupů na trhu práce skupin pracujících s odlišnou kvalifikací.Naše výsledky ukazují, že pomocí Krugmanovy hypotézy lze vysvětlit rozdílný vývoj na trhu práce ve Francii ve srovnání s USA a Velkou Británií.Nacházíme také empirickou relevanci rozšířené verze Krugmanovy hypotézy, která říká, že pokud je nabídka práce citlivá na mzdy, existuje substituční vztah mezi nezaměstnaností",https://doi.org/10.1093/oep/gpu015,2.7962441
aer,2012,Understanding Price Controls and Nonprice Competition with Matching Theory,"We develop a quality competition model to understand how price controls affect market outcomes in buyer-seller markets with discrete goods of varying quality. While competitive equilibria do not necessarily exist in such markets when price controls are imposed, we show that stable outcomes do exist and characterize the set of stable outcomes in the presence of price restrictions. In particular, we show that price controls induce non-price competition: price floors induce the trade of inefficiently high quality goods, while price ceilings induce the trade of inefficiently low quality goods.",https://doi.org/10.1257/aer.102.3.371,2.7954638
bjir,2016,The Developing Role of Unions in China's Foreign‐Invested Enterprises,"Abstract This article evaluates the development of Chinese enterprise unions, drawing on case‐study evidence from foreign‐invested enterprises in the Pearl River Delta. Findings suggest that it was difficult for such employers to resist the establishment of an enterprise union. However, they generally sought to co‐opt the union to meet organizational needs. Management strategy was critical in shaping the union's role, and our evidence suggests that this was influenced by factors such as home‐country policies, the expectations of overseas customers, management ideology and pressures from the ACFTU and the Party‐State to comply with the requirement for a union. The implications for the role of unions are evaluated.",https://doi.org/10.1111/bjir.12218,2.7851672
jole,2010,Estimating the Firm’s Labor Supply Curve in a “New Monopsony” Framework: Schoolteachers in Missouri,"In the context of certain dynamic models, it is possible to infer the elasticity of labor supply to the firm from the elasticity of the quit rate with respect to the wage. Using this property, we estimate the average labor supply elasticity to public school districts in Missouri. We leverage the plausibly exogenous variation in prenegotiated district salary schedules to instrument for actual salary. These estimates imply a labor supply elasticity of about 3.7, suggesting that school districts possess significant market power. The presence of monopsony power in this teacher labor market may be partially explained by its institutional features.",https://doi.org/10.1086/649904,2.7830079
ilr,2013,Introduction to the Special Issue on Job Quality: What Does it Mean and How Might We Think about It?,"Scholars, employers, and certainly many employees share a perception that how work is organized has radically changed. The long period of relative stability that followed World War II began to erode in the 1970s with the multiple shocks of the oil crisis and accelerating international competition. Many also believe that the computer revolution, which transformed possibilities for managing firms and work processes, hastened change. Diffusion of new organizational models such as the Toyota Production system, not simply into automobiles but into a wide range of service as well as manufacturing industries, also remade employment systems. Distinctive organizational designs, such as the networked model found in the Silicon Valley, emerged. Firms redefined their relationship to their workforce as witnessed by the rise of contingent work and reduced mutual commitment. These developments are well known and add up to a transformation of work as experienced by employees. What is much less understood is the implication of these developments for job quality. We have yet to arrive at a coherent answer to this essential question. Nor do we understand how outcomes vary across national settings that differ substantially in their labor market institutions. To begin to answer these questions, in November 2011 the Cornell ILR School and the ILR Review sponsored a conference on job quality. That conference brought together scholars from a diverse range of disciplines and countries to assess changes in the job market and the attendant consequences for the workforce. The articles in this special issue were presented at the conference and have subsequently been revised in response to discussions at the conference and suggestions coming out of the ILR Review's review process.",https://doi.org/10.1177/001979391306600401,2.7748153
ir,2012,Decomposing the Sources of Earnings Inequality: Assessing the Role of Reallocation,"This study exploits longitudinal employer–employee matched data from the U.S. Census Bureau to investigate the contribution of worker and firm reallocation to changes in earnings inequality within and across industries between 1992 and 2003. We find that factors that cannot be measured using standard cross‐sectional data, including the entry and exit of firms and the sorting of workers across firms, are important sources of changes in earnings distributions over time. Our results also suggest that the dynamics driving changes in earnings inequality are heterogeneous across industries.",https://doi.org/10.1111/j.1468-232x.2012.00697.x,2.765242
jpam,2015,What Do Right‐to‐Work Laws Do? Evidence from a Synthetic Control Method Analysis,"Abstract Using the case study of Oklahoma and a recently developed econometric technique, we examine the impact of right‐to‐work (RTW) laws on state‐level labor market outcomes. Our results show that the passage of RTW laws in Oklahoma decreased private sector unionization rates. Several other state outcomes including total employment rate and private sector average wages, on the other hand, were not affected by RTW laws. The findings for the private sector generally carry over to the manufacturing sector.",https://doi.org/10.1002/pam.21861,2.7626643
cje,2012,The effects of labour unions on international capital tax competition,"Abstract We analyze the impact of labour market rigidities on tax competition between two imperfectly integrated countries. Following a shift from a competitive to a unionized labour market in both countries, the capital tax can be adjusted upward in the country with the less rigid labour market, whereas the capital tax is always adjusted downward in the other country. Moreover, by reducing the labour cost differential between countries, trade liberalization gives rise to tax and welfare convergences. Finally, when a country adopts a flexible labour market, the unionized country may attract the majority of capital.",https://doi.org/10.1111/j.1540-5982.2012.01746.x,2.7620475
el,2014,"Fiscal adjustments, labour market flexibility and unemployment",NA,https://doi.org/10.1016/j.econlet.2014.05.029,2.7549067
ei,2015,WHOSE PREFERENCES ARE REVEALED IN HOURS OF WORK?,"ABSTRACT It has become orthodox in economics research to interpret the association between hourly earnings and working hours as the expression of the preferences of workers. This convention originated in H. Gregg Lewis' explanation for the decline in hours of work since the nineteenth century. His explanation rested on an explicit resolution of the identification problem inherent in any quantity (hours)–price (wage) relation. For over 40 years, researchers have neglected this identification problem with the result that the findings in the purported “labor supply” literature are of questionable value. ( JEL J22, J23, C13)",https://doi.org/10.1111/ecin.12276,2.7462437
jpub,2010,Mandatory sick pay provision: A labor market experiment,NA,https://doi.org/10.1016/j.jpubeco.2010.08.009,2.7425807
ei,2015,INFORMAL LABOR MARKETS AND ON‐THE‐JOB TRAINING: EVIDENCE FROM WAGE DATA,"Abstract This study examines whether informal sector jobs are a source of training for young less‐educated workers. Controlling for worker and job characteristics, it is found that, in the early years of workers' careers in Mexico, wage growth in the informal sector is higher than in the formal sector. This result is consistent with general human capital investment on‐the‐job if the informal labor market is more competitive than the formal labor market due to frictions generated by labor regulations. ( JEL O17, J24, J310)",https://doi.org/10.1111/ecin.12279,2.7418494
ir,2013,Sidney and Beatrice Webb's Institutional Theory of Labor Markets and Wage Determination,"Sydney and B eatrice W ebb were among the most influential institutional labor economists of the pre‐ W orld W ar II period yet this portion of their work has fallen out of sight for more than a half‐century. This paper reconstructs the W ebbs' theory of labor markets and wage determination and explains how it differs from the rival neoclassical labor theory of A lfred M arshall. Key institutional components of their theory are developed, such as rent theory, institutional pyramid, chain of bargains, inequality of bargaining power, unemployed residuum, and common rule. The W ebbs' theory is then used to explain the operation of labor markets and why in the absence of regulation they generate numerous social problems, including widespread poverty wages, excessive work hours and injuries, substantial unemployment, and human capital exploitation. Also described is the set of labor policies the W ebbs advocate to solve these problems. Implications for modern labor theory and policy are developed.",https://doi.org/10.1111/irel.12032,2.7350852
ilr,2016,Contesting Firm Boundaries,"This article develops and applies a framework for analyzing the relationship among institutions, cost structures, and patterns of labor–management contestation over organizational boundaries. Collective negotiations related to the externalization of call center jobs are compared across 10 incumbent telecommunications firms located in Europe and the United States. All 10 firms moved call center work to dedicated subsidiaries, temporary agencies, and domestic and offshore subcontractors. A subset of the firms, however, later re-internalized call center jobs, in some cases following negotiated concessions on pay and working conditions for internal workers. Findings are based on 147 interviews with management and union representatives, archival data on restructuring measures and associated collective agreements, and wage data gathered through collective agreements and surveys. The authors argue that variation in outcomes can be explained by both the extent of the cost differentials between internal and external labor and the ease of exiting internal employment relationships, which in turn affected patterns of contestation associated with externalization measures.",https://doi.org/10.1177/0019793915624088,2.7172875
eer,2011,Job matching when employment contracts suffer from moral hazard,NA,https://doi.org/10.1016/j.euroecorev.2011.04.002,2.6994343
jole,2018,Estimating Equilibrium Effects of Job Search Assistance,"Identifying policy-relevant treatment effects from randomized experiments requires the absence of spillovers between participants and nonparticipants (SUTVA) or variation in observed treatment levels. We find that SUTVA is violated for a Danish activation program for unemployed workers. Using a difference-in-differences model, we show that nonparticipants in the experiment regions find jobs more slowly after the introduction of the program than workers.",https://doi.org/10.1086/697513,2.6799867
jpub,2014,The dog that did not bark: The EITC for single mothers in the Netherlands,NA,https://doi.org/10.1016/j.jpubeco.2014.07.010,2.6791036
bjir,2014,Paid and Unpaid Labour in Non‐Profit Organizations: Does the Substitution Effect Exist?,"Abstract In non‐profit organizations ( NPOs ), volunteers often work alongside paid workers. Such a co‐production setting can lead to tension between the two worker groups. This article examines for the first time if and how volunteers influence the separation of paid employees, and thus it contributes to the debate over whether volunteers can substitute paid workers. Using A ustrian data at the organizational level, we find a significant impact of volunteers on the separations of paid workers in NPOs facing increased competition. These findings support the assumption that a partial substitution effect exists between paid workers and volunteers.",https://doi.org/10.1111/bjir.12071,2.673321
sej,2014,Carrots That Look Like Sticks: Toward an Understanding of Multitasking Incentive Schemes,"Constructing compensation schemes for effort in multi-dimensional tasks is complex, particularly when some dimensions are not easily observable. When incentive schemes contractually reward workers for easily observed measures, such as quantity produced, the standard model predicts that unrewarded dimensions, such as quality, will be neglected. Yet, there remains mixed empirical evidence in favor of this standard principal-agent model prediction. This paper reconciles the literature by using both theory and empirical evidence. The theory outlines conditions under which principals can use a piece rate scheme to induce higher quantity and quality levels than analogous fixed wage schemes. Making use of a series of complementary laboratory and field experiments we show that this effect occurs because the agent is uncertain about the principal’s monitoring ability and the principal’s choice of a piece rate signals to the agent that she is efficient at monitoring.",https://doi.org/10.4284/0038-4038-2013.248,2.6725395
